/m/03l295	/base/schemastaging/athlete_extra/salary./base/schemastaging/athlete_salary/currency	/m/09nqf
/m/02y0dd	/base/schemastaging/athlete_extra/salary./base/schemastaging/athlete_salary/currency	/m/09nqf
/m/09j028	/base/schemastaging/athlete_extra/salary./base/schemastaging/athlete_salary/currency	/m/02l6h
/m/02y8bn	/base/schemastaging/athlete_extra/salary./base/schemastaging/athlete_salary/currency	/m/09nqf
/m/0c11mj	/base/schemastaging/athlete_extra/salary./base/schemastaging/athlete_salary/currency	/m/02l6h
/m/0g3b2z	/base/schemastaging/athlete_extra/salary./base/schemastaging/athlete_salary/currency	/m/02l6h
/m/04g9sq	/base/schemastaging/athlete_extra/salary./base/schemastaging/athlete_salary/currency	/m/09nqf
/m/01jz6d	/base/schemastaging/athlete_extra/salary./base/schemastaging/athlete_salary/currency	/m/09nqf
/m/0m2gk	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/m/0m2j5
/m/05mph	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/m/01n4w
/m/0mpbx	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/m/013h9
/m/014m1m	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/m/01zlx
/m/0fqww	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/m/02_vs
/m/0l2nd	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/m/0l2mg
/m/050l8	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/m/03s5t
/m/0jrhl	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/m/0l35f
/m/05w3y	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language	/m/02bv9
/m/0558_1	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language	/m/02h40lc
/m/0gztl	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language	/m/02h40lc
/m/0gztl	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language	/m/06nm1
/m/0z07	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language	/m/03115z
/m/02rky4	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language	/m/02h40lc
/m/03phgz	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language	/m/02h40lc
/m/01fsv9	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language	/m/02h40lc
/m/0dt8xq	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/03h64
/m/0dc_ms	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0d0vqn
/m/027j9wd	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/09c7w0
/m/0cc97st	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/04gzd
/m/05p1tzf	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/03rk0
/m/047p798	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0d060g
/m/0jqp3	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/03rjj
/m/0gwlfnb	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/03rt9
/m/0dv1hh	/sports/pro_athlete/teams./sports/sports_team_roster/team	/m/0223bl
/m/019g65	/sports/pro_athlete/teams./sports/sports_team_roster/team	/m/03lsq
